nombre,categoria,tipo,hp,debilidad,resistencia,ataque_1_nombre,ataque_1_dano,ataque_1_costo,ataque_1_efecto,ataque_2_nombre,ataque_2_dano,ataque_2_costo,ataque_2_efecto,imagen_small,imagen_large
Brock's Mankey,Pokémon,Fighting,40,Psychic ×2,,Taunt,,Colorless,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.",Light Kick,10,Fighting,,https://images.pokemontcg.io/gym1/67.png,https://images.pokemontcg.io/gym1/67_hires.png
Brock's Ninetales,Pokémon,Fire,70,Water ×2,,Will-o'-the-wisp,30,"Fire, Fire",,,,,,https://images.pokemontcg.io/gym2/3.png,https://images.pokemontcg.io/gym2/3_hires.png
Brock's Onix,Pokémon,Fighting,70,Grass ×2,,Bind,20,"Fighting, Fighting","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Tunneling,,"Fighting, Fighting, Fighting","If your opponent has any Benched Pokémon, choose up to 2 of them. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Onix can't attack during your next turn.",https://images.pokemontcg.io/gym1/21.png,https://images.pokemontcg.io/gym1/21_hires.png
Brock's Primeape,Pokémon,Fighting,70,Psychic ×2,,Mega Thrash,60,"Fighting, Fighting, Fighting","Brock's Primeape does 20 damage to itself. If there is a Stadium card in play, discard it.",,,,,https://images.pokemontcg.io/gym2/35.png,https://images.pokemontcg.io/gym2/35_hires.png
Brock's Rhydon,Pokémon,Fighting,80,Grass ×2,Lightning -30,Lariat,70,"Fighting, Fighting, Colorless, Colorless","Flip a coin. If tails, this attack does nothing.",,,,,https://images.pokemontcg.io/gym1/2.png,https://images.pokemontcg.io/gym1/2_hires.png
Brock's Rhyhorn,Pokémon,Fighting,60,Grass ×2,Lightning -30,Horn Toss,20,"Colorless, Colorless","If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)",Take Down,40,"Fighting, Fighting, Colorless",Brock's Rhyhorn does 10 damage to itself.,https://images.pokemontcg.io/gym1/22.png,https://images.pokemontcg.io/gym1/22_hires.png
Brock's Sandshrew,Pokémon,Fighting,40,Grass ×2,Lightning -30,Defense Curl,,Colorless,"Flip a coin. If heads, prevent all damage done to Brock's Sandshrew during your opponent's next turn. (Any other effects of attacks still happen.)",Rolling Attack,20,"Fighting, Colorless",,https://images.pokemontcg.io/gym1/71.png,https://images.pokemontcg.io/gym1/71_hires.png
Brock's Sandslash,Pokémon,Fighting,60,Grass ×2,Lightning -30,Needles,10,"Fighting, Fighting","Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",Sandstorm,20,"Fighting, Fighting","If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",https://images.pokemontcg.io/gym1/23.png,https://images.pokemontcg.io/gym1/23_hires.png
Brock's Vulpix,Pokémon,Fire,40,Water ×2,,Flame,20,Fire,,Quick Attack,10+,"Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",https://images.pokemontcg.io/gym1/73.png,https://images.pokemontcg.io/gym1/73_hires.png
Brock's Zubat,Pokémon,Grass,30,Psychic ×2,Fighting -30,Alert,,Colorless,"Draw a card. Then, switch Brock's Zubat with 1 of your Benched Pokémon. You can't use this attack if your Bench is empty.",Wing Attack,20,"Colorless, Colorless",,https://images.pokemontcg.io/gym1/24.png,https://images.pokemontcg.io/gym1/24_hires.png
Bulbasaur,Pokémon,Grass,40,Fire ×2,,Leech Seed,20,"Grass, Grass","Unless all damage from this attack is prevented, you may remove 1 damage counter from Bulbasaur.",,,,,https://images.pokemontcg.io/base1/44.png,https://images.pokemontcg.io/base1/44_hires.png
Butterfree,Pokémon,Grass,70,Fire ×2,Fighting -30,Whirlwind,20,"Colorless, Colorless","If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)",Mega Drain,40,"Grass, Grass, Grass, Grass",Remove a number of damage counters from Butterfree equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10).,https://images.pokemontcg.io/base2/33.png,https://images.pokemontcg.io/base2/33_hires.png
Caterpie,Pokémon,Grass,40,Fire ×2,,String Shot,10,Grass,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,https://images.pokemontcg.io/base1/45.png,https://images.pokemontcg.io/base1/45_hires.png
Chansey,Pokémon,Colorless,120,Fighting ×2,Psychic -30,Scrunch,,"Colorless, Colorless","Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.)",Double-edge,80,"Colorless, Colorless, Colorless, Colorless",Chansey does 80 damage to itself.,https://images.pokemontcg.io/base1/3.png,https://images.pokemontcg.io/base1/3_hires.png
Charizard,Pokémon,Fire,120,Water ×2,Fighting -30,Fire Spin,100,"Fire, Fire, Fire, Fire",Discard 2 Energy cards attached to Charizard in order to use this attack.,,,,,https://images.pokemontcg.io/base1/4.png,https://images.pokemontcg.io/base1/4_hires.png
Charmander,Pokémon,Fire,50,Water ×2,,Scratch,10,Colorless,,Ember,30,"Fire, Colorless",Discard 1 Fire Energy card attached to Charmander in order to use this attack.,https://images.pokemontcg.io/base1/46.png,https://images.pokemontcg.io/base1/46_hires.png
Charmeleon,Pokémon,Fire,80,Water ×2,,Slash,30,"Colorless, Colorless, Colorless",,Flamethrower,50,"Fire, Fire, Colorless",Discard 1 Fire Energy card attached to Charmeleon in order to use this attack.,https://images.pokemontcg.io/base1/24.png,https://images.pokemontcg.io/base1/24_hires.png
Clefable,Pokémon,Colorless,70,Fighting ×2,Psychic -30,Metronome,,Colorless,"Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)",Minimize,,"Colorless, Colorless",All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,https://images.pokemontcg.io/base2/1.png,https://images.pokemontcg.io/base2/1_hires.png
Clefairy,Pokémon,Colorless,40,Fighting ×2,Psychic -30,Sing,,Colorless,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",Metronome,,"Colorless, Colorless, Colorless","Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.)",https://images.pokemontcg.io/base1/5.png,https://images.pokemontcg.io/base1/5_hires.png
Cloyster,Pokémon,Water,50,Lightning ×2,,Clamp,30,"Water, Water","Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).",Spike Cannon,30×,"Water, Water",Flip 2 coins. This attack does 30 damage times the number of heads.,https://images.pokemontcg.io/base3/32.png,https://images.pokemontcg.io/base3/32_hires.png
Cubone,Pokémon,Fighting,40,Grass ×2,Lightning -30,Snivel,,Colorless,"If the Defending Pokémon attacks Cubone during your opponent's next turn, any damage done by the attack is reduced by 20 (after applying Weakness and Resistance). (Benching either Pokémon ends this effect.)",Rage,10+,"Fighting, Fighting",Does 10 damage plus 10 more damage for each damage counter on Cubone.,https://images.pokemontcg.io/base2/50.png,https://images.pokemontcg.io/base2/50_hires.png
Dark Alakazam,Pokémon,Psychic,60,Psychic ×2,,Teleport Blast,30,"Psychic, Psychic, Colorless",You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.),Mind Shock,40,"Psychic, Psychic, Psychic",Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),https://images.pokemontcg.io/base5/1.png,https://images.pokemontcg.io/base5/1_hires.png
Dark Arbok,Pokémon,Grass,60,Psychic ×2,,Stare,,"Grass, Grass","Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.",Poison Vapor,10,"Grass, Grass, Grass",The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),https://images.pokemontcg.io/base5/2.png,https://images.pokemontcg.io/base5/2_hires.png
Dark Blastoise,Pokémon,Water,70,Lightning ×2,,Hydrocannon,30+,"Water, Water",Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.,Rocket Tackle,40,"Water, Colorless, Colorless","Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)",https://images.pokemontcg.io/base5/3.png,https://images.pokemontcg.io/base5/3_hires.png
Dark Charizard,Pokémon,Fire,80,Water ×2,Fighting -30,Nail Flick,10,Colorless,,Continuous Fireball,50×,"Fire, Fire",Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.,https://images.pokemontcg.io/base5/4.png,https://images.pokemontcg.io/base5/4_hires.png
Dark Charmeleon,Pokémon,Fire,50,Water ×2,,Tail Slap,20,"Colorless, Colorless",,Fireball,70,"Fire, Fire, Fire","Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin. If heads, discard 1 of those Energy cards. If tails, this attack does nothing (not even damage).",https://images.pokemontcg.io/base5/32.png,https://images.pokemontcg.io/base5/32_hires.png
Dark Dragonair,Pokémon,Colorless,60,,Psychic -30,Tail Strike,20+,"Colorless, Colorless, Colorless","Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,,,https://images.pokemontcg.io/base5/33.png,https://images.pokemontcg.io/base5/33_hires.png
Dark Dragonite,Pokémon,Colorless,70,,Fighting -30,Giant Tail,70,"Colorless, Colorless, Colorless, Colorless","Flip a coin. If tails, this attack does nothing.",,,,,https://images.pokemontcg.io/base5/5.png,https://images.pokemontcg.io/base5/5_hires.png
Dark Dugtrio,Pokémon,Fighting,50,Grass ×2,Lightning -30,Knock Down,20+,"Fighting, Fighting","Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,,,,https://images.pokemontcg.io/base5/6.png,https://images.pokemontcg.io/base5/6_hires.png
Dark Electrode,Pokémon,Lightning,60,Fighting ×2,,Rolling Tackle,10,Colorless,,Energy Bomb,30,"Lightning, Lightning","Take all Energy cards attached to Dark Electrode and attach them to your Benched Pokémon (in any way you choose). If you have no Benched Pokémon, discard all Energy cards attached to Dark Electrode.",https://images.pokemontcg.io/base5/34.png,https://images.pokemontcg.io/base5/34_hires.png
Dark Flareon,Pokémon,Fire,50,Water ×2,,Rage,10+,Colorless,Does 10 damage plus 10 more damage for each damage counter on Dark Flareon.,Playing with Fire,30+,"Fire, Fire","Use this attack only if there are any Fire Energy cards attached to Dark Flareon. Flip a coin. If heads, discard 1 of those Energy cards and this attack does 30 damage plus 20 more damage; if tails, this attack does 30 damage.",https://images.pokemontcg.io/base5/35.png,https://images.pokemontcg.io/base5/35_hires.png
Dark Gloom,Pokémon,Grass,50,Fire ×2,,Poisonpowder,10,"Grass, Grass",The Defending Pokémon is now Poisoned.,,,,,https://images.pokemontcg.io/base5/36.png,https://images.pokemontcg.io/base5/36_hires.png
Dark Golbat,Pokémon,Grass,50,Psychic ×2,Fighting -30,Flitter,,"Grass, Grass",Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,https://images.pokemontcg.io/base5/7.png,https://images.pokemontcg.io/base5/7_hires.png
Dark Golduck,Pokémon,Water,60,Lightning ×2,,Third Eye,,Psychic,Discard 1 Energy card attached to Dark Golduck in order to draw up to 3 cards.,Super Psy,50,"Psychic, Psychic, Colorless",,https://images.pokemontcg.io/base5/37.png,https://images.pokemontcg.io/base5/37_hires.png
Dark Gyarados,Pokémon,Water,70,Grass ×2,Fighting -30,Ice Beam,30,"Water, Water, Water","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,https://images.pokemontcg.io/base5/8.png,https://images.pokemontcg.io/base5/8_hires.png
Dark Hypno,Pokémon,Psychic,60,Psychic ×2,,Psypunch,20,Psychic,,Bench Manipulation,20×,"Psychic, Psychic, Colorless",Your opponent flips a number of coins equal to the number of Pokémon on his or her Bench. This attack does 20 damage times the number of tails. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),https://images.pokemontcg.io/base5/9.png,https://images.pokemontcg.io/base5/9_hires.png
Dark Jolteon,Pokémon,Lightning,50,Fighting ×2,,Lightning Flash,20,Lightning,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",Thunder Attack,30,"Lightning, Lightning, Colorless","Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, Dark Jolteon does 10 damage to itself.",https://images.pokemontcg.io/base5/38.png,https://images.pokemontcg.io/base5/38_hires.png
Dark Kadabra,Pokémon,Psychic,50,Psychic ×2,,Mind Shock,30,"Psychic, Psychic",Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,https://images.pokemontcg.io/base5/39.png,https://images.pokemontcg.io/base5/39_hires.png
Dark Machamp,Pokémon,Fighting,70,Psychic ×2,,Mega Punch,30,"Fighting, Fighting",,Fling,,"Fighting, Fighting, Fighting, Colorless",Your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. This attack can't be used if your opponent has no Benched Pokémon.,https://images.pokemontcg.io/base5/10.png,https://images.pokemontcg.io/base5/10_hires.png
Dark Machoke,Pokémon,Fighting,60,Psychic ×2,,Drag Off,20,"Fighting, Fighting, Colorless","Before doing damage, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. Do the damage to the new Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon.",Knock Back,30,"Fighting, Fighting, Colorless","If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)",https://images.pokemontcg.io/base5/40.png,https://images.pokemontcg.io/base5/40_hires.png
Dark Magneton,Pokémon,Lightning,60,Fighting ×2,,Sonicboom,20,"Colorless, Colorless",Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),Magnetic Lines,30,"Lightning, Lightning","If the Defending Pokémon has any basic Energy cards attached to it, choose 1 of them. If your opponent has any Benched Pokémon, choose 1 of them and attach that Energy card to it.",https://images.pokemontcg.io/base5/11.png,https://images.pokemontcg.io/base5/11_hires.png
Dark Muk,Pokémon,Grass,60,Psychic ×2,,Sludge Punch,20,"Grass, Grass",The Defending Pokémon is now Poisoned.,,,,,https://images.pokemontcg.io/base5/41.png,https://images.pokemontcg.io/base5/41_hires.png
Dark Persian,Pokémon,Colorless,60,Fighting ×2,Psychic -30,Fascinate,,Colorless,"Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon.",Poison Claws,10,"Colorless, Colorless","Flip a coin. If heads, the Defending Pokémon is now Poisoned.",https://images.pokemontcg.io/base5/42.png,https://images.pokemontcg.io/base5/42_hires.png
Dark Primeape,Pokémon,Fighting,60,Psychic ×2,,Frenzied Attack,40,"Fighting, Fighting",Dark Primeape is now Confused (after doing damage).,,,,,https://images.pokemontcg.io/base5/43.png,https://images.pokemontcg.io/base5/43_hires.png
Dark Raichu,Pokémon,Lightning,70,Fighting ×2,,Surprise Thunder,30,"Lightning, Lightning, Lightning","Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,https://images.pokemontcg.io/base5/83.png,https://images.pokemontcg.io/base5/83_hires.png
Dark Rapidash,Pokémon,Fire,60,Water ×2,,Rear Kick,20,"Colorless, Colorless",,Flame Pillar,30,"Fire, Fire","You may discard 1 Fire Energy card attached to Dark Rapidash when you use this attack. If you do and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/base5/44.png,https://images.pokemontcg.io/base5/44_hires.png
Dark Raticate,Pokémon,Colorless,50,Fighting ×2,Psychic -30,Gnaw,20,"Colorless, Colorless",,Hyper Fang,50,"Colorless, Colorless, Colorless","Flip a coin. If tails, this attack does nothing.",https://images.pokemontcg.io/base5/51.png,https://images.pokemontcg.io/base5/51_hires.png
Dark Slowbro,Pokémon,Psychic,60,Psychic ×2,,Fickle Attack,40,"Psychic, Psychic","Flip a coin. If tails, this attack does nothing.",,,,,https://images.pokemontcg.io/base5/12.png,https://images.pokemontcg.io/base5/12_hires.png
Dark Vaporeon,Pokémon,Water,60,Lightning ×2,,Bite,30,"Colorless, Colorless, Colorless",,Whirlpool,20,"Water, Water, Colorless","If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",https://images.pokemontcg.io/base5/45.png,https://images.pokemontcg.io/base5/45_hires.png
Dark Vileplume,Pokémon,Grass,60,Fire ×2,,Petal Whirlwind,30×,"Grass, Grass, Grass","Flip a coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Dark Vileplume is now Confused (after doing damage).",,,,,https://images.pokemontcg.io/base5/13.png,https://images.pokemontcg.io/base5/13_hires.png
Dark Wartortle,Pokémon,Water,60,Lightning ×2,,Doubleslap,10×,Water,Flip 2 coins. This attack does 10 damage times the number of heads.,Mirror Shell,,"Water, Colorless","If an attack does damage to Dark Wartortle during your opponent's next turn (even if Dark Wartortle is Knocked Out), Dark Wartortle attacks the Defending Pokémon for an equal amount of damage.",https://images.pokemontcg.io/base5/46.png,https://images.pokemontcg.io/base5/46_hires.png
Dark Weezing,Pokémon,Grass,60,Psychic ×2,,Mass Explosion,20×,"Grass, Colorless","Does 20 damage times the total number of Koffings, Weezings, and Dark Weezings in play (Apply Weakness and Resistance.). Then, this attack does 20 damage to each Koffing, Weezing, and Dark Weezing (even your own). Don't apply Weakness and Resistance.",Stun Gas,20,"Grass, Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/base5/14.png,https://images.pokemontcg.io/base5/14_hires.png
Dewgong,Pokémon,Water,80,Lightning ×2,,Aurora Beam,50,"Water, Water, Colorless",,Ice Beam,30,"Water, Water, Colorless, Colorless","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/base1/25.png,https://images.pokemontcg.io/base1/25_hires.png
Diglett,Pokémon,Fighting,30,Grass ×2,Lightning -30,Dig,10,Fighting,,Mud Slap,30,"Fighting, Fighting",,https://images.pokemontcg.io/base1/47.png,https://images.pokemontcg.io/base1/47_hires.png
Ditto,Pokémon,Colorless,50,Fighting ×2,Psychic -30,,,,,,,,,https://images.pokemontcg.io/base3/3.png,https://images.pokemontcg.io/base3/3_hires.png
Dodrio,Pokémon,Colorless,70,Lightning ×2,Fighting -30,Rage,10+,"Colorless, Colorless, Colorless",Does 10 damage plus 10 more damage for each damage counter on Dodrio.,,,,,https://images.pokemontcg.io/base2/34.png,https://images.pokemontcg.io/base2/34_hires.png
Doduo,Pokémon,Colorless,50,Lightning ×2,Fighting -30,Fury Attack,10×,Colorless,Flip 2 coins. This attack does 10 damage times the number of heads.,,,,,https://images.pokemontcg.io/base1/48.png,https://images.pokemontcg.io/base1/48_hires.png
Dragonair,Pokémon,Colorless,80,,Psychic -30,Slam,30×,"Colorless, Colorless, Colorless",Flip 2 coins. This attack does 30 damage times the number of heads.,Hyper Beam,20,"Colorless, Colorless, Colorless, Colorless","If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",https://images.pokemontcg.io/base1/18.png,https://images.pokemontcg.io/base1/18_hires.png
Dragonite,Pokémon,Colorless,100,,Fighting -30,Slam,40×,"Colorless, Colorless, Colorless, Colorless",Flip 2 coins. This attack does 40 damage times the number of heads.,,,,,https://images.pokemontcg.io/base3/4.png,https://images.pokemontcg.io/base3/4_hires.png
Dratini,Pokémon,Colorless,40,,Psychic -30,Pound,10,Colorless,,,,,,https://images.pokemontcg.io/base1/26.png,https://images.pokemontcg.io/base1/26_hires.png
Drowzee,Pokémon,Psychic,50,Psychic ×2,,Pound,10,Colorless,,Confuse Ray,10,"Psychic, Psychic","Flip a coin. If heads, the Defending Pokémon is now Confused.",https://images.pokemontcg.io/base1/49.png,https://images.pokemontcg.io/base1/49_hires.png
Dugtrio,Pokémon,Fighting,70,Grass ×2,Lightning -30,Slash,40,"Fighting, Fighting, Colorless",,Earthquake,70,"Fighting, Fighting, Fighting, Fighting",Does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),https://images.pokemontcg.io/base1/19.png,https://images.pokemontcg.io/base1/19_hires.png
Eevee,Pokémon,Colorless,50,Fighting ×2,Psychic -30,Tail Wag,,Colorless,"Flip a coin. If heads, the Defending Pokémon can't attack Eevee during your opponent's next turn. (Benching either Pokémon ends this effect.)",Quick Attack,10+,"Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",https://images.pokemontcg.io/base2/51.png,https://images.pokemontcg.io/base2/51_hires.png
Ekans,Pokémon,Grass,40,Psychic ×2,,Spit Poison,,Grass,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",Wrap,20,"Grass, Colorless","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/base3/46.png,https://images.pokemontcg.io/base3/46_hires.png
Electabuzz,Pokémon,Lightning,70,Fighting ×2,,Thundershock,10,Lightning,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Thunderpunch,30+,"Lightning, Colorless","Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage plus Electabuzz does 10 damage to itself.",https://images.pokemontcg.io/base1/20.png,https://images.pokemontcg.io/base1/20_hires.png
Electrode,Pokémon,Lightning,80,Fighting ×2,,Electric Shock,50,"Lightning, Lightning, Lightning","Flip a coin. If tails, Electrode does 10 damage to itself.",,,,,https://images.pokemontcg.io/base1/21.png,https://images.pokemontcg.io/base1/21_hires.png
Erika's Bellsprout,Pokémon,Grass,40,Fire ×2,,Poison Vine,10,Grass,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",Vine Whip,30,"Grass, Grass",,https://images.pokemontcg.io/gym1/75.png,https://images.pokemontcg.io/gym1/75_hires.png
Erika's Bulbasaur,Pokémon,Grass,50,Fire ×2,,Sleep Seed,10,Grass,The Defending Pokémon is now Asleep.,Errand-Running,,"Grass, Grass","Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",https://images.pokemontcg.io/gym2/39.png,https://images.pokemontcg.io/gym2/39_hires.png
Erika's Clefable,Pokémon,Colorless,70,Fighting ×2,Psychic -30,Fairy Power,,Colorless,"Flip a coin. If heads, you may return any number of your Pokémon in play and all cards attached to them to your hand.",Moon Impact,30,"Colorless, Colorless, Colorless",,https://images.pokemontcg.io/gym1/3.png,https://images.pokemontcg.io/gym1/3_hires.png
Erika's Clefairy,Pokémon,Colorless,50,Fighting ×2,Psychic -30,Moonwatching,,Colorless,"Search your deck for a basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",Comet Slap,10×,"Colorless, Colorless",Flip 3 coins. This attack does 10 damage times the number of heads.,https://images.pokemontcg.io/gym1/25.png,https://images.pokemontcg.io/gym1/25_hires.png
Erika's Dragonair,Pokémon,Colorless,80,,Psychic -30,Blizzard,30,"Colorless, Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Take Away,,"Colorless, Colorless, Colorless, Colorless","Shuffle Erika's Dragonair and all cards attached to it into your deck. Then, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck.",https://images.pokemontcg.io/gym1/4.png,https://images.pokemontcg.io/gym1/4_hires.png
Erika's Dratini,Pokémon,Colorless,40,,Psychic -30,Tail Strike,10+,"Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",,,,,https://images.pokemontcg.io/gym1/42.png,https://images.pokemontcg.io/gym1/42_hires.png
Erika's Exeggcute,Pokémon,Grass,50,Fire ×2,,Deflector,,Psychic,"During your opponent's next turn, whenever Erika's Exeggcute takes damage, divide that damage in half (rounded down to the nearest 10). (Any other effects still happen.)",Egg Bomb,40,"Grass, Colorless","Flip a coin. If tails, this attack does nothing to the Defending Pokémon and Erika's Exeggcute does 20 damage to itself.",https://images.pokemontcg.io/gym1/43.png,https://images.pokemontcg.io/gym1/43_hires.png
Erika's Exeggutor,Pokémon,Grass,70,Fire ×2,,Psychic Exchange,,Psychic,"Shuffle your hand into your deck, then draw 5 cards.",Stomp,30+,"Grass, Colorless, Colorless","Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage.",https://images.pokemontcg.io/gym1/44.png,https://images.pokemontcg.io/gym1/44_hires.png
Erika's Gloom,Pokémon,Grass,60,Fire ×2,,Healing Pollen,,Grass,"Flip a coin. If heads, remove 4 damage counters from Erika's Gloom. If Erika's Gloom has fewer damage counters than that, remove all of them.",Magic Pollen,30,"Grass, Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Asleep, Confused, Paralyzed, or Poisoned (your choice).",https://images.pokemontcg.io/gym1/45.png,https://images.pokemontcg.io/gym1/45_hires.png
Erika's Ivysaur,Pokémon,Grass,60,Fire ×2,,Double Razor Leaf,40×,"Grass, Grass, Grass",Flip 2 coins. This attack does 40 damage times the number of heads.,,,,,https://images.pokemontcg.io/gym2/41.png,https://images.pokemontcg.io/gym2/41_hires.png
Erika's Jigglypuff,Pokémon,Colorless,50,Fighting ×2,Psychic -30,Group Therapy,,Colorless,You and your opponent remove 1 damage counter from each of your Pokémon with damage counters on them.,Pulled Punch,40-,"Colorless, Colorless","If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any damage counters on it, this attack does 10 damage.",https://images.pokemontcg.io/gym2/69.png,https://images.pokemontcg.io/gym2/69_hires.png
Erika's Oddish,Pokémon,Grass,40,Fire ×2,,Poisonpowder,20,"Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Poisoned.",,,,,https://images.pokemontcg.io/gym1/47.png,https://images.pokemontcg.io/gym1/47_hires.png
Erika's Paras,Pokémon,Grass,50,Fire ×2,,Irongrip,10,Colorless,,Poison Spore,,"Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Poisoned and this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym2/71.png,https://images.pokemontcg.io/gym2/71_hires.png
Erika's Tangela,Pokémon,Grass,60,Fire ×2,,Vine Slap,10,Grass,,Stretch Vine,,"Grass, Grass, Colorless","If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym1/79.png,https://images.pokemontcg.io/gym1/79_hires.png
